policy_id,customer_id,product_id,agent_id,policy_status,start_date,end_date,annual_premium_usd,sum_assured_usd,payment_frequency,payment_method,underwriting_class,riders,channel,region
POL-000149,CUST-01875,PROD-013,AGT-0022,Surrendered,2023-06-17,2024-06-16,1821.15,106189.48,Annual,Cash,Declined,,Agency,Indonesia
POL-000150,CUST-00907,PROD-005,AGT-0015,Active,2022-06-01,2023-06-01,1350.86,33290.7,Annual,Auto-Debit,Standard,Waiver of Premium,Agency,Singapore
POL-000151,CUST-01144,PROD-004,AGT-0035,Active,2018-01-07,2019-01-07,2040.12,125142.27,Quarterly,Auto-Debit,Preferred,"Waiver of Premium,Hospital Cash",Broker,Malaysia
POL-000152,CUST-00443,PROD-008,AGT-0050,Active,2022-02-04,2023-02-04,1474.62,31641.16,Semi-Annual,Cash,Declined,"Accidental Death,CI Rider",Broker,South Korea
POL-000153,CUST-00858,PROD-010,AGT-0036,Active,2018-07-30,2019-07-30,361.95,28682.81,Annual,Cash,Standard,"Hospital Cash,Accidental Death,CI Rider",Bancassurance,Vietnam
POL-000154,CUST-01709,PROD-003,AGT-0016,Active,2021-10-17,2022-10-17,1110.5,56455.48,Quarterly,Bank Transfer,Standard,Disability,Agency,Thailand
POL-000155,CUST-01563,PROD-012,AGT-0016,Matured,2024-09-21,2034-09-19,7004.83,555061.16,Annual,Credit Card,Substandard,Accidental Death,Agency,Hong Kong
POL-000156,CUST-01229,PROD-015,AGT-0016,Active,2021-04-03,2022-04-03,769.89,17257.56,Annual,Auto-Debit,Declined,"Hospital Cash,CI Rider",Agency,Malaysia
POL-000157,CUST-00414,PROD-015,AGT-0030,Active,2018-06-01,2019-06-01,504.01,33807.53,Annual,Cash,Standard,"Hospital Cash,CI Rider",Bancassurance,Thailand
POL-000158,CUST-01762,PROD-011,AGT-0037,Active,2023-05-18,2053-05-10,14590.64,563799.11,Monthly,Bank Transfer,Substandard,,Bancassurance,Philippines
POL-000159,CUST-00703,PROD-016,AGT-0014,Active,2022-07-03,2023-07-03,1063.08,93459.05,Monthly,Credit Card,Substandard,,Agency,Vietnam
POL-000160,CUST-01446,PROD-016,AGT-0021,Active,2022-10-25,2023-10-25,1145.24,48367.04,Annual,Bank Transfer,Standard,"CI Rider,Waiver of Premium,Hospital Cash",Agency,Thailand
POL-000161,CUST-01473,PROD-014,AGT-0037,Active,2024-08-06,2025-08-06,2996.24,136694.39,Quarterly,Cash,Preferred,"Waiver of Premium,Disability",Bancassurance,South Korea
POL-000162,CUST-00066,PROD-009,AGT-0035,Lapsed,2021-09-21,2022-09-21,481.24,31027.73,Annual,Credit Card,Preferred,"Hospital Cash,CI Rider,Disability",Broker,Malaysia
POL-000163,CUST-00328,PROD-003,AGT-0036,Active,2019-08-12,2020-08-11,1957.55,131053.52,Annual,Auto-Debit,Preferred,"Disability,Waiver of Premium",Bancassurance,Malaysia
POL-000164,CUST-01280,PROD-013,AGT-0002,Active,2023-12-11,2024-12-10,1170.17,90715.58,Semi-Annual,Auto-Debit,Preferred,"Accidental Death,Waiver of Premium,Hospital Cash",Digital,South Korea
POL-000165,CUST-01628,PROD-009,AGT-0014,Active,2023-02-10,2024-02-10,707.35,25645.78,Semi-Annual,Cash,Declined,,Agency,Hong Kong
POL-000166,CUST-01010,PROD-004,AGT-0028,Lapsed,2024-12-23,2025-12-23,3829.84,154807.96,Monthly,Auto-Debit,Substandard,,Digital,Hong Kong
POL-000167,CUST-00010,PROD-002,AGT-0048,Active,2021-01-18,2041-01-13,1114.62,61933.88,Quarterly,Bank Transfer,Standard,,Direct,South Korea
POL-000168,CUST-01489,PROD-014,AGT-0020,Active,2018-06-15,2019-06-15,4606.84,457680.73,Annual,Bank Transfer,Preferred,"Hospital Cash,Accidental Death",Broker,Singapore
POL-000169,CUST-00929,PROD-007,AGT-0048,Active,2020-12-31,2021-12-31,1244.43,83495.32,Quarterly,Auto-Debit,Standard,"Accidental Death,CI Rider,Disability",Direct,Thailand
POL-000170,CUST-01293,PROD-011,AGT-0018,Cancelled,2022-12-30,2052-12-22,12496.38,616046.76,Annual,Bank Transfer,Declined,,Broker,Singapore
POL-000171,CUST-01865,PROD-002,AGT-0045,Lapsed,2021-08-14,2041-08-09,1408.08,94281.57,Semi-Annual,Credit Card,Declined,"CI Rider,Waiver of Premium,Hospital Cash",Direct,Philippines
POL-000172,CUST-00664,PROD-007,AGT-0046,Active,2022-07-02,2023-07-02,843.82,59754.54,Quarterly,Credit Card,Substandard,,Agency,Hong Kong
POL-000173,CUST-01973,PROD-006,AGT-0023,Active,2022-03-25,2023-03-25,791.61,19560.52,Quarterly,Credit Card,Declined,"CI Rider,Disability,Accidental Death",Bancassurance,Thailand
POL-000174,CUST-00303,PROD-016,AGT-0050,Matured,2018-01-03,2019-01-03,961.07,95385.25,Annual,Credit Card,Declined,"Accidental Death,Hospital Cash,Waiver of Premium",Broker,Thailand
POL-000175,CUST-00841,PROD-010,AGT-0012,Cancelled,2023-02-22,2024-02-22,333.32,25884.3,Semi-Annual,Bank Transfer,Standard,"CI Rider,Disability,Accidental Death",Direct,Indonesia
POL-000176,CUST-00278,PROD-006,AGT-0029,Active,2018-05-22,2019-05-22,361.87,17304.36,Monthly,Cash,Preferred,,Digital,Indonesia
POL-000177,CUST-00653,PROD-010,AGT-0027,Active,2021-01-22,2022-01-22,682.34,20530.83,Semi-Annual,Cash,Declined,Waiver of Premium,Bancassurance,Hong Kong
POL-000178,CUST-01397,PROD-007,AGT-0028,Active,2024-12-15,2025-12-15,874.13,65993.65,Semi-Annual,Credit Card,Preferred,"Waiver of Premium,Accidental Death,CI Rider",Digital,Indonesia
POL-000179,CUST-00061,PROD-016,AGT-0015,Surrendered,2019-01-19,2020-01-19,1381.74,44738.41,Monthly,Cash,Declined,"CI Rider,Disability,Accidental Death",Agency,Hong Kong
POL-000180,CUST-00587,PROD-001,AGT-0021,Active,2020-08-17,2025-08-16,5595.2,191919.82,Monthly,Cash,Substandard,Hospital Cash,Agency,Thailand
POL-000181,CUST-00459,PROD-006,AGT-0033,Lapsed,2022-11-15,2023-11-15,770.08,44132.47,Semi-Annual,Credit Card,Preferred,,Digital,Malaysia
POL-000182,CUST-01953,PROD-011,AGT-0029,Surrendered,2020-07-07,2050-06-30,7129.37,270105.03,Annual,Cash,Substandard,"Hospital Cash,Disability",Digital,Malaysia
POL-000183,CUST-00274,PROD-014,AGT-0008,Cancelled,2021-07-15,2022-07-15,3081.89,170235.58,Semi-Annual,Auto-Debit,Declined,,Digital,Hong Kong
POL-000184,CUST-00746,PROD-006,AGT-0040,Active,2022-03-10,2023-03-10,304.74,15809.37,Semi-Annual,Auto-Debit,Standard,Accidental Death,Digital,Singapore
POL-000185,CUST-00704,PROD-014,AGT-0042,Active,2019-12-11,2020-12-10,6895.02,313289.7,Quarterly,Cash,Preferred,"CI Rider,Waiver of Premium",Digital,Taiwan
POL-000186,CUST-00072,PROD-013,AGT-0042,Active,2020-02-06,2021-02-05,1230.08,58634.32,Annual,Cash,Substandard,,Digital,Vietnam
POL-000187,CUST-01774,PROD-007,AGT-0031,Active,2023-11-04,2024-11-03,1231.69,57601.26,Quarterly,Cash,Preferred,"Hospital Cash,Disability",Bancassurance,Mainland China
POL-000188,CUST-01086,PROD-001,AGT-0043,Lapsed,2018-09-28,2023-09-27,5105.77,303288.06,Monthly,Bank Transfer,Substandard,"Waiver of Premium,CI Rider,Accidental Death",Agency,Philippines
POL-000189,CUST-01400,PROD-013,AGT-0005,Cancelled,2021-08-03,2022-08-03,968.01,73561.99,Semi-Annual,Bank Transfer,Preferred,Accidental Death,Agency,Singapore
POL-000190,CUST-01735,PROD-009,AGT-0050,Active,2023-01-16,2024-01-16,284.18,21063.6,Monthly,Credit Card,Substandard,,Broker,Philippines
POL-000191,CUST-00344,PROD-015,AGT-0005,Surrendered,2024-11-25,2025-11-25,679.2,28388.91,Semi-Annual,Bank Transfer,Declined,"Disability,Waiver of Premium",Agency,Thailand
POL-000192,CUST-01658,PROD-005,AGT-0026,Active,2023-10-12,2024-10-11,955.31,76736.31,Monthly,Credit Card,Standard,"Disability,Waiver of Premium",Agency,Philippines
POL-000193,CUST-00676,PROD-002,AGT-0035,Active,2019-05-10,2039-05-05,1563.75,55368.04,Monthly,Auto-Debit,Standard,,Broker,Singapore
POL-000194,CUST-01424,PROD-002,AGT-0022,Active,2022-03-23,2042-03-18,2946.97,226375.33,Annual,Credit Card,Preferred,,Agency,Hong Kong
POL-000195,CUST-01594,PROD-008,AGT-0005,Active,2019-02-03,2020-02-03,2136.0,113608.05,Monthly,Bank Transfer,Standard,Hospital Cash,Agency,Singapore
POL-000196,CUST-01855,PROD-014,AGT-0029,Active,2022-09-25,2023-09-25,6159.24,194231.22,Semi-Annual,Bank Transfer,Declined,Waiver of Premium,Digital,Malaysia
POL-000197,CUST-00937,PROD-009,AGT-0040,Active,2023-09-17,2024-09-16,670.14,55402.96,Semi-Annual,Credit Card,Preferred,"Waiver of Premium,Accidental Death,Disability",Digital,Thailand
POL-000198,CUST-00502,PROD-008,AGT-0006,Cancelled,2020-11-29,2021-11-29,2887.8,143106.48,Semi-Annual,Cash,Standard,"CI Rider,Hospital Cash,Accidental Death",Broker,Malaysia
POL-000199,CUST-01743,PROD-004,AGT-0014,Active,2018-04-03,2019-04-03,2297.99,151612.09,Monthly,Auto-Debit,Preferred,"Hospital Cash,Waiver of Premium,Accidental Death",Agency,Hong Kong
POL-000200,CUST-00555,PROD-012,AGT-0003,Lapsed,2023-12-05,2033-12-02,7151.28,643980.29,Semi-Annual,Bank Transfer,Preferred,Accidental Death,Bancassurance,Thailand
POL-000201,CUST-00048,PROD-016,AGT-0010,Active,2021-01-15,2022-01-15,1409.51,138581.42,Annual,Cash,Substandard,,Broker,Thailand
POL-000202,CUST-01878,PROD-006,AGT-0027,Active,2019-02-09,2020-02-09,759.0,55832.12,Semi-Annual,Cash,Substandard,"Disability,CI Rider",Bancassurance,Hong Kong
POL-000203,CUST-00243,PROD-001,AGT-0045,Active,2021-08-15,2026-08-14,6119.25,220330.99,Monthly,Bank Transfer,Substandard,"Hospital Cash,Accidental Death",Direct,Hong Kong
POL-000204,CUST-01384,PROD-016,AGT-0033,Active,2023-12-13,2024-12-12,877.45,55856.76,Quarterly,Credit Card,Declined,"Hospital Cash,CI Rider,Disability",Digital,Singapore
POL-000205,CUST-00402,PROD-006,AGT-0024,Active,2024-09-15,2025-09-15,505.58,15857.89,Quarterly,Bank Transfer,Preferred,"Disability,Accidental Death,Waiver of Premium",Bancassurance,Philippines
POL-000206,CUST-01652,PROD-006,AGT-0031,Active,2021-10-26,2022-10-26,407.94,16458.48,Semi-Annual,Auto-Debit,Declined,,Bancassurance,Thailand
POL-000207,CUST-00330,PROD-005,AGT-0033,Active,2018-03-14,2019-03-14,922.85,52000.77,Monthly,Cash,Preferred,"Hospital Cash,Waiver of Premium",Digital,Vietnam
POL-000208,CUST-00274,PROD-013,AGT-0043,Surrendered,2024-05-29,2025-05-29,1161.81,65510.41,Quarterly,Auto-Debit,Standard,"Accidental Death,Waiver of Premium",Agency,Hong Kong
POL-000209,CUST-00063,PROD-007,AGT-0012,Active,2020-09-03,2021-09-03,1989.65,59481.98,Annual,Cash,Standard,"CI Rider,Disability,Hospital Cash",Direct,Malaysia
POL-000210,CUST-00527,PROD-016,AGT-0031,Active,2019-07-11,2020-07-10,1269.53,97746.74,Monthly,Auto-Debit,Standard,Disability,Bancassurance,Philippines
POL-000211,CUST-00513,PROD-008,AGT-0048,Active,2023-04-03,2024-04-02,3115.26,105524.32,Monthly,Cash,Declined,"Disability,Hospital Cash,CI Rider",Direct,Thailand
POL-000212,CUST-00455,PROD-007,AGT-0048,Active,2021-03-03,2022-03-03,1063.08,48859.36,Quarterly,Bank Transfer,Substandard,Hospital Cash,Direct,Taiwan
POL-000213,CUST-01813,PROD-016,AGT-0031,Active,2023-01-22,2024-01-22,1288.05,72747.83,Annual,Auto-Debit,Standard,Waiver of Premium,Bancassurance,Hong Kong
POL-000214,CUST-01349,PROD-012,AGT-0012,Active,2019-01-17,2029-01-14,4939.44,464533.05,Annual,Credit Card,Preferred,"Accidental Death,Disability,Hospital Cash",Direct,Hong Kong
POL-000215,CUST-01694,PROD-013,AGT-0046,Matured,2023-12-29,2024-12-28,1447.67,125331.75,Quarterly,Credit Card,Substandard,"Hospital Cash,Accidental Death,CI Rider",Agency,Hong Kong
POL-000216,CUST-01359,PROD-010,AGT-0029,Lapsed,2023-04-29,2024-04-28,284.79,14429.03,Quarterly,Bank Transfer,Substandard,Accidental Death,Digital,South Korea
POL-000217,CUST-01322,PROD-002,AGT-0010,Active,2021-07-23,2041-07-18,1646.6,43630.13,Annual,Auto-Debit,Declined,"CI Rider,Waiver of Premium,Hospital Cash",Broker,Hong Kong
POL-000218,CUST-01560,PROD-014,AGT-0014,Active,2022-08-24,2023-08-24,6021.05,158198.85,Semi-Annual,Auto-Debit,Substandard,Waiver of Premium,Agency,Singapore
POL-000219,CUST-00236,PROD-011,AGT-0048,Active,2022-11-30,2052-11-22,6992.98,672922.82,Monthly,Credit Card,Substandard,"Accidental Death,CI Rider,Disability",Direct,Vietnam
POL-000220,CUST-01170,PROD-014,AGT-0009,Surrendered,2022-07-01,2023-07-01,5685.45,343483.76,Annual,Auto-Debit,Substandard,"CI Rider,Waiver of Premium,Hospital Cash",Agency,Hong Kong
POL-000221,CUST-00981,PROD-005,AGT-0009,Active,2018-03-25,2019-03-25,858.12,66459.6,Monthly,Credit Card,Substandard,Disability,Agency,Indonesia
POL-000222,CUST-01674,PROD-014,AGT-0043,Active,2022-09-01,2023-09-01,5317.4,274425.66,Semi-Annual,Cash,Substandard,"Waiver of Premium,Hospital Cash",Agency,Thailand
POL-000223,CUST-01776,PROD-002,AGT-0037,Surrendered,2022-06-17,2042-06-12,1908.09,134706.04,Monthly,Credit Card,Standard,"Hospital Cash,CI Rider",Bancassurance,Taiwan
POL-000224,CUST-01844,PROD-006,AGT-0018,Lapsed,2019-10-04,2020-10-03,635.08,37280.25,Semi-Annual,Cash,Declined,"Accidental Death,Hospital Cash",Broker,Philippines
POL-000225,CUST-01672,PROD-007,AGT-0003,Active,2021-11-15,2022-11-15,1020.15,30547.17,Semi-Annual,Credit Card,Preferred,Hospital Cash,Bancassurance,Thailand
POL-000226,CUST-00422,PROD-008,AGT-0021,Lapsed,2020-08-08,2021-08-08,3336.56,190396.33,Annual,Cash,Declined,Hospital Cash,Agency,Philippines
POL-000227,CUST-01850,PROD-005,AGT-0025,Active,2021-10-03,2022-10-03,1577.13,92370.17,Monthly,Credit Card,Substandard,"Disability,Waiver of Premium,Accidental Death",Bancassurance,Malaysia
POL-000228,CUST-00003,PROD-016,AGT-0031,Active,2018-11-04,2019-11-04,1149.82,86073.07,Monthly,Cash,Standard,,Bancassurance,Indonesia
POL-000229,CUST-00986,PROD-009,AGT-0026,Active,2022-05-29,2023-05-29,701.53,68993.92,Annual,Auto-Debit,Declined,Waiver of Premium,Agency,Hong Kong
POL-000230,CUST-00941,PROD-004,AGT-0049,Active,2019-11-29,2020-11-28,2310.32,88764.97,Quarterly,Credit Card,Preferred,Hospital Cash,Agency,Indonesia
POL-000231,CUST-01551,PROD-007,AGT-0025,Active,2024-06-04,2025-06-04,1420.99,44835.98,Annual,Cash,Declined,Hospital Cash,Bancassurance,Singapore
POL-000232,CUST-01494,PROD-001,AGT-0031,Lapsed,2024-04-13,2029-04-12,5697.88,454060.71,Quarterly,Bank Transfer,Substandard,"CI Rider,Hospital Cash,Disability",Bancassurance,Philippines
POL-000233,CUST-00851,PROD-003,AGT-0012,Active,2022-04-01,2023-04-01,889.22,61135.17,Quarterly,Cash,Preferred,,Direct,Taiwan
POL-000234,CUST-01579,PROD-013,AGT-0012,Active,2022-12-13,2023-12-13,1228.7,93188.12,Monthly,Auto-Debit,Standard,"CI Rider,Disability",Direct,Singapore
POL-000235,CUST-00446,PROD-001,AGT-0004,Cancelled,2022-06-02,2027-06-01,3246.06,102599.68,Monthly,Auto-Debit,Standard,"Hospital Cash,Waiver of Premium,Accidental Death",Agency,Mainland China
POL-000236,CUST-01046,PROD-015,AGT-0048,Active,2018-08-16,2019-08-16,872.86,76062.82,Monthly,Bank Transfer,Substandard,CI Rider,Direct,Hong Kong
POL-000237,CUST-01534,PROD-008,AGT-0039,Cancelled,2022-08-30,2023-08-30,2032.41,66677.94,Quarterly,Auto-Debit,Declined,"CI Rider,Disability,Hospital Cash",Bancassurance,Thailand
POL-000238,CUST-00126,PROD-011,AGT-0024,Surrendered,2021-05-06,2051-04-29,10373.7,692772.64,Annual,Credit Card,Preferred,"Disability,Waiver of Premium,Accidental Death",Bancassurance,Hong Kong
POL-000239,CUST-00599,PROD-006,AGT-0031,Active,2018-02-08,2019-02-08,311.91,9414.5,Monthly,Bank Transfer,Preferred,"Disability,Accidental Death,CI Rider",Bancassurance,Singapore
POL-000240,CUST-01670,PROD-009,AGT-0027,Surrendered,2018-03-22,2019-03-22,341.98,13671.37,Semi-Annual,Credit Card,Substandard,"CI Rider,Waiver of Premium,Hospital Cash",Bancassurance,Hong Kong
POL-000241,CUST-00278,PROD-003,AGT-0034,Active,2020-12-25,2021-12-25,1009.29,70682.92,Semi-Annual,Cash,Standard,"CI Rider,Hospital Cash,Accidental Death",Bancassurance,Indonesia
POL-000242,CUST-01143,PROD-006,AGT-0010,Active,2020-06-20,2021-06-20,652.99,31945.9,Semi-Annual,Cash,Standard,"Accidental Death,Waiver of Premium,Hospital Cash",Broker,Hong Kong
POL-000243,CUST-00310,PROD-005,AGT-0036,Active,2019-12-28,2020-12-27,1689.58,63906.26,Quarterly,Cash,Declined,,Bancassurance,Indonesia
POL-000244,CUST-00768,PROD-007,AGT-0023,Cancelled,2024-09-17,2025-09-17,1853.76,81613.01,Annual,Auto-Debit,Declined,"CI Rider,Hospital Cash",Bancassurance,Singapore
POL-000245,CUST-01385,PROD-012,AGT-0021,Active,2018-05-19,2028-05-16,7687.07,246533.91,Monthly,Credit Card,Standard,"Waiver of Premium,Disability",Agency,Vietnam
POL-000246,CUST-01915,PROD-016,AGT-0021,Cancelled,2022-07-10,2023-07-10,1258.58,107616.12,Monthly,Auto-Debit,Standard,,Agency,South Korea
POL-000247,CUST-00656,PROD-001,AGT-0007,Matured,2018-01-07,2023-01-06,4831.79,344699.92,Annual,Cash,Declined,"Hospital Cash,CI Rider",Agency,Vietnam
POL-000248,CUST-00892,PROD-003,AGT-0038,Lapsed,2020-05-18,2021-05-18,1397.77,118678.4,Annual,Cash,Preferred,"Hospital Cash,CI Rider,Accidental Death",Agency,Singapore
POL-000249,CUST-00497,PROD-008,AGT-0015,Lapsed,2021-05-15,2022-05-15,3050.13,169022.54,Annual,Bank Transfer,Preferred,"Disability,Accidental Death,Waiver of Premium",Agency,Malaysia
POL-000250,CUST-01625,PROD-014,AGT-0011,Active,2023-08-19,2024-08-18,3059.86,287594.98,Quarterly,Bank Transfer,Declined,"Accidental Death,CI Rider",Digital,Singapore
POL-000251,CUST-00502,PROD-010,AGT-0021,Active,2018-07-25,2019-07-25,412.78,13690.74,Monthly,Auto-Debit,Standard,"CI Rider,Accidental Death",Agency,Malaysia
POL-000252,CUST-01540,PROD-014,AGT-0002,Active,2023-05-13,2024-05-12,6574.09,468914.44,Monthly,Auto-Debit,Substandard,"CI Rider,Accidental Death,Disability",Digital,South Korea
POL-000253,CUST-00774,PROD-001,AGT-0037,Active,2023-12-22,2028-12-20,5661.9,537112.18,Monthly,Cash,Substandard,"Accidental Death,CI Rider,Disability",Bancassurance,Singapore
POL-000254,CUST-00748,PROD-007,AGT-0040,Active,2022-12-13,2023-12-13,1848.5,114925.41,Semi-Annual,Auto-Debit,Substandard,"Waiver of Premium,Accidental Death,Disability",Digital,Philippines
POL-000255,CUST-01638,PROD-009,AGT-0017,Cancelled,2020-12-17,2021-12-17,736.32,57301.78,Monthly,Cash,Preferred,"Accidental Death,Hospital Cash",Digital,Indonesia
POL-000256,CUST-00981,PROD-009,AGT-0031,Active,2023-05-07,2024-05-06,502.75,19587.27,Monthly,Bank Transfer,Preferred,"Disability,CI Rider",Bancassurance,Indonesia
POL-000257,CUST-00911,PROD-012,AGT-0025,Active,2018-10-25,2028-10-22,10245.5,956892.54,Annual,Auto-Debit,Substandard,"Disability,Accidental Death,Waiver of Premium",Bancassurance,Indonesia
POL-000258,CUST-01497,PROD-006,AGT-0039,Active,2018-06-15,2019-06-15,624.63,13915.16,Monthly,Auto-Debit,Substandard,"Waiver of Premium,CI Rider",Bancassurance,Hong Kong
POL-000259,CUST-00472,PROD-013,AGT-0021,Lapsed,2024-03-04,2025-03-04,1271.77,28733.56,Monthly,Bank Transfer,Substandard,"Accidental Death,Hospital Cash",Agency,Singapore
POL-000260,CUST-00838,PROD-005,AGT-0043,Active,2023-04-07,2024-04-06,945.27,29093.98,Quarterly,Credit Card,Declined,"Accidental Death,Disability",Agency,Hong Kong
POL-000261,CUST-00762,PROD-007,AGT-0046,Cancelled,2022-02-18,2023-02-18,1796.96,103836.21,Monthly,Cash,Preferred,Waiver of Premium,Agency,Malaysia
POL-000262,CUST-01218,PROD-013,AGT-0001,Active,2023-11-22,2024-11-21,1448.94,85637.67,Annual,Bank Transfer,Declined,CI Rider,Bancassurance,Hong Kong
POL-000263,CUST-01745,PROD-014,AGT-0016,Active,2018-07-14,2019-07-14,5279.16,303599.35,Quarterly,Cash,Declined,"Waiver of Premium,CI Rider,Hospital Cash",Agency,Thailand
POL-000264,CUST-01167,PROD-016,AGT-0033,Surrendered,2021-08-27,2022-08-27,1445.52,141786.1,Monthly,Auto-Debit,Substandard,"Waiver of Premium,CI Rider",Digital,Hong Kong
POL-000265,CUST-01443,PROD-005,AGT-0039,Cancelled,2022-06-26,2023-06-26,1024.72,70484.12,Monthly,Credit Card,Standard,"Disability,Accidental Death,Hospital Cash",Bancassurance,Indonesia
POL-000266,CUST-00373,PROD-005,AGT-0026,Active,2021-12-27,2022-12-27,1010.93,62013.98,Annual,Bank Transfer,Standard,"Disability,Hospital Cash",Agency,Vietnam
POL-000267,CUST-01374,PROD-003,AGT-0048,Active,2021-12-09,2022-12-09,1367.71,40600.96,Semi-Annual,Bank Transfer,Declined,Hospital Cash,Direct,Thailand
POL-000268,CUST-01642,PROD-011,AGT-0036,Matured,2019-01-06,2048-12-29,12338.25,829436.73,Annual,Credit Card,Substandard,,Bancassurance,Singapore
POL-000269,CUST-01014,PROD-011,AGT-0046,Surrendered,2021-07-15,2051-07-08,12811.44,964119.88,Semi-Annual,Bank Transfer,Declined,"Disability,CI Rider",Agency,Mainland China
POL-000270,CUST-00291,PROD-014,AGT-0034,Active,2020-06-07,2021-06-07,6602.81,631522.58,Annual,Credit Card,Substandard,,Bancassurance,Indonesia
POL-000271,CUST-01634,PROD-007,AGT-0003,Active,2022-08-02,2023-08-02,1786.77,99835.32,Quarterly,Credit Card,Substandard,"Disability,Accidental Death,Hospital Cash",Bancassurance,Indonesia
POL-000272,CUST-00922,PROD-001,AGT-0012,Active,2023-06-04,2028-06-02,6162.33,379941.38,Annual,Bank Transfer,Standard,"Disability,Accidental Death",Direct,Indonesia
POL-000273,CUST-00636,PROD-003,AGT-0015,Matured,2023-04-22,2024-04-21,910.87,35803.3,Annual,Bank Transfer,Standard,"Disability,Accidental Death",Agency,Singapore
POL-000274,CUST-00069,PROD-014,AGT-0036,Cancelled,2020-12-04,2021-12-04,5726.62,344449.25,Annual,Credit Card,Declined,"Accidental Death,Disability,Hospital Cash",Bancassurance,Taiwan
POL-000275,CUST-00809,PROD-014,AGT-0022,Active,2022-08-22,2023-08-22,2738.76,142216.26,Semi-Annual,Auto-Debit,Declined,Hospital Cash,Agency,Vietnam
POL-000276,CUST-00596,PROD-004,AGT-0001,Lapsed,2021-07-28,2022-07-28,4133.4,333057.72,Annual,Cash,Preferred,"Waiver of Premium,Hospital Cash",Bancassurance,South Korea
POL-000277,CUST-00081,PROD-006,AGT-0022,Active,2023-12-24,2024-12-23,630.85,49831.52,Monthly,Auto-Debit,Substandard,"Accidental Death,Disability,CI Rider",Agency,South Korea
POL-000278,CUST-00993,PROD-010,AGT-0049,Active,2022-01-13,2023-01-13,633.67,44574.05,Monthly,Bank Transfer,Substandard,,Agency,Mainland China
